,target
29707,1
29709,0
29710,0
29711,0
29712,0
29720,1
29721,0
29730,1
29733,0
29742,0
29745,0
29748,0
29750,0
29751,1
29754,0
29764,0
29767,1
29769,1
29773,0
29775,0
29779,0
29781,0
29786,1
29792,1
29802,1
29807,1
29812,0
29820,0
29821,0
29825,1
29834,1
29839,1
29841,0
29848,1
29857,0
29864,0
29872,1
29877,0
29880,0
29903,0
29904,0
29906,0
29909,0
29919,0
29926,0
29931,0
29932,1
29937,0
29940,1
29944,1
29947,0
29949,1
29954,0
29956,0
29957,0
29960,1
29963,0
29967,1
29978,0
29980,0
29982,0
29983,1
29999,0
30000,0
30013,1
30016,1
30020,0
30031,0
30036,0
30039,0
30061,1
30063,0
30071,1
30080,0
30082,0
30098,0
30099,0
30100,0
30105,0
30110,0
30111,0
30115,0
30118,0
30119,0
30128,1
30133,0
30134,1
30139,0
30142,1
30148,0
30149,0
30151,0
30167,0
30168,0
30173,0
30176,0
30179,0
30181,0
30196,1
30227,0
30257,1
30266,0
30267,0
30269,1
30270,0
30280,0
30285,1
30289,1
30290,1
30298,0
30304,0
30306,1
30310,1
30317,0
30319,0
30321,0
30322,0
30325,1
30326,0
30329,1
30334,1
30336,0
30338,0
30344,0
30354,1
30355,0
30359,0
30361,1
30362,0
30363,0
30374,0
30375,0
30378,0
30380,1
30382,0
30404,0
30406,0
30408,0
30422,0
30425,0
30426,0
30431,0
30434,0
30435,0
30438,0
30440,0
30442,0
30445,0
30448,0
30455,0
30458,1
30466,0
30479,0
30481,0
30495,0
30499,0
30504,0
30506,0
30507,0
30509,0
30510,0
30512,0
30521,1
30526,0
30529,1
30530,1
30534,1
30535,0
30548,0
30554,0
30564,0
30567,0
30572,0
30574,1
30577,0
30578,1
30584,0
30598,1
30599,0
30610,0
30612,1
30618,0
30634,1
30647,1
30657,0
30664,0
30669,0
30671,0
30672,0
30677,1
30678,1
30691,1
30692,1
30696,0
30697,0
30709,0
30710,0
30714,1
30730,0
30738,0
30744,0
30756,0
30758,0
30763,0
30765,0
30774,1
30775,0
30781,1
30783,0
30785,0
30789,0
30793,0
30799,0
30804,1
30806,0
30808,0
30810,0
30812,1
30814,1
30815,0
30825,0
30828,0
30833,1
30835,0
30840,0
30845,0
30846,1
30849,0
30852,0
30869,0
30875,0
30879,0
30880,0
30885,0
30896,1
30905,0
30906,0
30909,0
30912,0
30918,0
30924,0
30926,1
30928,1
30929,1
30934,1
30935,0
30939,1
30946,0
30952,1
30953,1
30954,0
30959,0
30970,0
30972,1
30974,0
30978,0
30985,1
30987,0
30989,0
30990,1
30996,0
31004,0
31006,0
31008,0
31013,0
31017,0
31019,0
31024,0
31029,0
31032,1
31039,1
31045,0
31056,0
31068,0
31072,0
31075,0
31083,0
31088,1
31092,0
31105,0
31108,0
31122,1
31123,0
31127,0
31129,0
31131,0
31132,0
31137,0
31142,1
31143,0
31144,0
31145,0
31147,1
31154,0
31157,0
31158,0
31181,0
31184,0
31187,0
31194,0
31204,1
31211,0
31213,0
31219,0
31222,1
31227,0
31244,0
31248,0
31259,1
31263,0
31264,1
31267,0
31269,0
31271,0
31273,0
31274,0
31275,0
31276,0
31289,1
31291,0
31294,0
31296,1
31297,0
31302,0
31306,1
31312,1
31313,0
31315,0
31324,0
31326,0
31328,0
31330,0
31332,1
31342,1
31349,0
31351,0
31363,0
31366,0
31375,0
31376,0
31381,1
31401,0
31407,1
31410,1
31418,0
31425,0
31427,1
31429,1
31430,0
31431,0
31433,1
31436,0
31447,0
31449,0
31454,1
31464,1
31468,0
31470,0
31471,0
31475,0
31477,0
31497,0
31504,1
31511,1
31515,1
31522,0
31527,0
31528,0
31530,0
31532,0
31537,0
31538,1
31548,0
31550,0
31552,0
31554,0
31559,1
31566,0
31572,0
31580,0
31592,0
31596,0
31599,0
31610,1
31612,0
31615,0
31616,0
31619,0
31621,0
31628,1
31635,0
31637,0
31639,1
31643,0
31651,1
31666,0
31671,1
31674,0
31686,0
31689,0
31694,1
31695,0
31697,1
31716,0
31718,0
31722,0
31732,0
31739,0
31745,0
31749,0
31750,0
31756,0
31768,1
31773,0
31774,0
31775,0
31784,1
31785,0
31786,0
31789,0
31797,0
31803,0
31804,0
31806,0
31807,0
31814,0
31820,0
31825,0
31830,0
31834,0
31836,0
31837,0
31851,0
31852,1
31855,0
31856,0
31857,0
31859,0
31866,0
31868,1
31875,0
31876,0
31879,1
31880,0
31891,1
31892,0
31896,1
31897,0
31903,0
31906,0
31909,0
31917,0
31922,1
31923,0
31934,0
31935,0
31937,0
31938,0
31942,0
31945,0
31951,1
31956,1
31963,0
31970,0
31972,0
31983,0
31984,1
31985,0
31993,0
31997,0
32006,0
32008,0
32009,0
32014,1
32017,0
32023,1
32028,0
32034,1
32036,0
32037,0
32046,0
32061,0
32066,0
32087,0
32091,0
32094,0
32098,0
32113,1
32116,1
32127,0
32131,0
32142,1
32145,0
32152,0
32175,0
32186,0
32187,0
32190,0
32195,1
32197,0
32199,1
32200,1
32203,0
32212,0
32221,0
32223,1
32226,0
32227,0
32229,0
32230,0
32231,0
32237,0
32242,0
32244,0
32245,0
32249,1
32252,0
32255,0
32265,0
32275,1
32282,0
32286,1
32294,0
32297,0
32299,0
32303,0
32307,0
32308,0
32310,1
32321,0
32331,1
32340,0
32352,0
32356,1
32358,1
32362,0
32369,0
32380,0
32381,1
32387,0
32401,0
32409,0
32413,0
32414,0
32429,0
32436,0
32442,1
32447,0
32451,0
32467,0
32471,0
32472,1
32481,0
32491,1
32497,0
32512,0
32535,1
32538,0
32540,0
32549,0
32550,0
32560,1
32568,0
32575,0
32579,1
32594,0
32597,1
32606,1
32607,0
32619,0
32620,0
32622,1
32625,0
32626,0
32633,0
32635,1
32640,0
32641,1
32644,0
32645,0
32646,0
32650,0
32654,0
32660,0
32666,1
32674,0
32675,0
32680,0
32691,0
32701,0
32703,1
32704,1
32710,1
32724,0
32727,0
32728,0
32739,0
32752,0
32753,1
32770,0
32771,1
32776,0
32794,0
32795,1
32799,1
32802,0
32805,0
32809,0
32811,1
32813,0
32821,1
32825,0
32831,0
32834,0
32841,0
32846,0
32853,1
32859,0
32861,0
32867,0
32885,0
32888,0
32895,0
32898,0
32907,0
32915,0
32920,0
32923,1
32927,0
32933,0
32934,0
32935,1
32937,0
32939,0
32947,0
32953,0
32959,1
32964,1
32966,1
32967,1
32970,0
32973,1
32974,0
32980,0
32988,0
32989,1
32994,1
32996,1
32998,0
33001,0
33012,0
33013,0
33015,0
33016,0
33026,1
33030,1
33041,0
33042,0
33048,1
33053,1
33059,0
33060,0
33062,0
33067,1
33068,0
33072,0
33073,0
33077,0
33078,0
33099,0
33104,0
33114,0
33118,0
33119,0
33125,0
33130,0
33132,1
33139,0
33144,0
33145,0
33158,0
33160,1
33166,0
33179,1
33184,0
33189,0
33193,1
33194,0
33197,1
33199,0
33213,0
33218,0
33229,1
33238,0
33242,0
33243,0
33247,0
33250,0
33254,0
33255,0
33256,1
33260,0
33263,0
33264,1
33265,1
33275,0
33280,0
33289,0
33293,0
33300,0
33305,0
33313,1
33319,1
33332,0
33336,0
33342,0
33343,0
33345,1
33350,0
33369,0
33370,0
33371,0
33377,0
33380,1
33382,0
33384,0
33387,1
33389,0
33393,0
33394,0
33397,0
33411,1
33425,0
33433,0
33439,0
33450,0
33474,1
33475,0
33477,0
33486,0
33498,1
33506,0
33515,0
33521,0
33526,0
33527,0
33531,0
33535,0
33536,0
33538,1
33540,0
33558,0
33567,0
33573,0
33574,0
33575,0
33581,0
33582,0
33585,0
33587,1
33589,0
33601,1
33602,0
33606,0
33609,0
33617,0
33619,0
33620,1
33632,0
33648,0
33649,0
33651,0
33653,1
33654,0
33659,0
33660,0
33661,1
33666,1
33672,0
33675,0
33688,0
33690,1
33691,0
33701,1
33702,0
33713,0
33714,0
33718,0
33730,1
33735,0
33741,1
33749,0
33750,1
33765,0
33768,0
33769,1
33773,1
33780,0
33788,0
33793,0
33795,1
33796,0
33803,1
33804,0
33815,0
33825,0
33830,0
33864,0
33865,0
33867,0
33870,1
33877,0
33879,0
33880,0
33899,1
33905,0
33915,0
33919,0
33920,1
33921,0
33926,1
33927,1
33931,0
33942,0
33950,1
33951,0
33955,1
33974,1
33976,0
33977,0
33980,0
33984,0
33985,0
33997,0
34001,0
34003,1
34006,0
34008,0
34010,1
34013,0
34016,0
34023,1
34031,0
34034,1
34036,1
34038,0
34049,0
34054,0
34055,1
34059,1
34065,0
34074,0
34077,1
34093,0
34103,0
34105,0
34107,0
34108,0
34121,0
34133,0
34141,0
34142,0
34143,0
34152,0
34161,0
34173,1
34189,0
34203,0
34205,0
34207,0
34208,0
34221,0
34228,0
34231,0
34243,1
34249,0
34255,0
34258,0
34274,0
34278,0
34283,0
34293,0
34314,0
34320,0
34324,1
34325,0
34328,0
34332,0
34333,0
34334,0
34342,0
34350,0
34357,0
34362,0
34363,0
34378,0
34379,0
34411,0
34414,0
34415,0
34432,1
34433,0
34438,0
34445,1
34451,1
34460,0
34461,0
34467,1
34473,1
34502,1
34511,1
34528,0
34532,0
34535,0
34538,0
34542,1
34549,0
34558,1
34562,0
34563,0
34570,0
34573,0
34575,0
34579,1
34580,0
34581,0
34583,0
34589,0
34591,0
34592,0
34602,0
34609,1
34624,0
34625,0
34626,0
34632,0
34633,1
34640,0
34641,0
34643,1
34647,0
34651,0
34652,0
34653,0
34676,0
34688,1
34689,1
34695,1
34707,1
34733,0
34737,0
34739,0
34747,1
34755,1
34759,0
34771,0
34777,1
34786,1
34794,0
34800,0
34804,1
34806,0
34807,0
34808,0
34810,0
34818,1
34820,0
34823,1
34825,0
34835,1
34840,0
34850,1
34859,0
34865,0
34868,0
34873,0
34882,0
34889,0
34893,0
34899,0
34903,1
34911,1
34914,1
34917,1
34918,0
34920,0
34929,1
34937,0
34938,0
34940,0
34941,1
34943,1
34947,0
34950,1
34955,0
34956,1
34961,0
34966,0
34968,0
34972,1
34987,1
34998,0
35001,0
35007,0
35011,0
35013,0
35021,1
35023,1
35029,0
35032,0
35041,0
35046,0
35056,0
35057,0
35058,1
35059,1
35060,1
35061,1
35070,0
35074,0
35075,1
35076,1
35077,0
35078,0
35079,1
35088,0
35092,1
35094,0
35110,1
35114,0
35120,0
35125,1
35129,1
35132,1
35135,0
35141,0
35147,0
35148,0
35154,0
35158,1
35159,0
35161,0
35162,0
35173,0
35174,0
35176,0
35183,1
35192,0
35193,0
35194,0
35197,0
35210,1
35213,0
35216,1
35220,0
35230,0
35232,0
35236,0
35237,1
35241,1
35250,0
35254,0
35258,0
35266,0
35272,0
35273,1
35277,0
35281,0
35283,0
35286,1
35291,1
35294,1
35297,0
35302,0
35318,0
35319,0
35323,0
35331,0
35335,0
35338,1
35339,0
35342,1
35344,0
35359,1
35366,1
35378,0
35385,0
35395,0
35399,0
35400,0
35401,0
35402,1
35405,0
35410,0
35415,0
35432,1
35433,0
35435,0
35436,0
35440,1
35470,1
35473,1
35477,0
35479,0
35483,0
35486,0
35487,0
35503,0
35504,1
35508,1
35509,1
35510,0
35515,0
35522,0
35523,1
35546,0
35550,0
35551,0
35552,1
35555,0
35560,1
35564,1
35568,1
35570,1
35576,0
35577,0
35595,0
35603,0
35605,0
35608,0
35613,0
35619,0
35625,1
35627,1
35630,0
35636,0
35638,0
35641,1
35654,1
35660,1
35669,0
35675,0
35681,0
35686,1
35694,1
35697,1
35699,1
35704,1
35706,0
35707,0
35713,0
35716,0
35721,0
35723,1
35737,0
35740,1
35744,0
35745,0
35746,0
35750,1
35751,0
35759,0
35760,1
35768,0
35778,0
35793,0
35799,0
35803,1
35815,0
35820,0
35821,0
35829,0
35832,0
35835,0
35841,0
35860,0
35867,1
35875,0
35882,0
35883,0
35884,1
35890,1
35893,1
35894,0
35909,0
35918,0
35922,0
35924,1
35928,0
35935,0
35944,0
35947,0
35959,0
35967,0
35972,0
35979,0
35980,0
35983,0
35984,0
35989,0
35994,1
36000,0
36002,0
36006,1
36009,0
36023,0
36030,1
36039,0
36050,0
36052,0
36053,1
36055,0
36056,0
36060,0
36068,0
36075,1
36089,0
36091,0
36095,0
36100,0
36108,0
36110,1
36112,0
36119,0
36124,0
36131,1
36134,0
36142,0
36143,0
36145,0
36154,0
36156,1
36169,1
36171,0
36173,0
36174,0
36182,1
36184,0
36192,0
36196,0
36198,0
36224,0
36225,1
36236,0
36239,0
36255,0
36257,1
36261,0
36263,0
36264,0
36275,0
36277,0
36278,0
36283,1
36284,0
36286,0
36287,1
36292,0
36295,1
36296,0
36307,1
36311,0
36313,0
36318,0
36323,0
36324,1
36329,0
36335,1
36337,0
36346,1
36357,0
36358,0
36365,0
36382,0
36383,0
36389,0
36403,1
36409,0
36415,0
36419,0
36423,0
36428,0
36429,0
36430,0
36433,1
36440,0
36447,0
36453,0
36457,0
36462,0
36468,0
36472,1
36476,1
36479,0
36483,0
36484,1
36493,0
36513,0
36517,0
36522,0
36526,1
36529,1
36530,0
36535,0
36550,0
36557,0
36564,1
36571,0
36572,0
36573,0
36574,0
36576,0
36579,1
36580,0
36593,0
36595,0
36603,0
36604,0
36605,0
36609,1
36610,1
36615,0
36616,0
36622,0
36624,1
36626,0
36628,1
36630,0
36632,0
36642,1
36646,1
36657,0
36658,1
36665,0
36668,0
36676,1
36677,0
36679,1
36682,1
36699,1
36706,0
36710,1
36712,0
36715,0
36722,0
36725,0
36739,0
36748,0
36753,0
36761,0
36762,1
36767,1
36768,0
36780,0
36786,0
36787,1
36798,0
36809,1
36816,0
36819,0
36820,0
36822,1
36823,0
36828,1
36834,0
36840,0
36860,1
36867,0
36869,0
36873,0
36874,0
36878,0
36884,1
36892,0
36893,0
36913,0
36916,0
36921,0
36927,1
36937,1
36939,1
36946,0
36949,1
36950,1
36951,0
36953,1
36956,0
36961,0
36964,1
36966,0
36969,0
36977,0
36981,0
36983,1
36985,0
36992,0
36996,0
37010,0
37011,0
37021,0
37023,0
37024,1
37030,0
37034,0
37039,0
37045,0
37049,0
37052,1
37067,0
37068,1
37074,1
37075,0
37079,0
37090,0
37094,1
37097,0
37099,0
37100,0
37104,0
37110,1
37119,0
37120,1
37127,0
37130,0
37132,0
37134,1
37149,0
37155,0
37162,0
37170,1
37174,1
37178,1
37179,0
37182,0
37184,0
37186,1
37188,0
37189,0
37192,0
37199,1
37200,0
37201,1
37208,0
37224,0
37226,0
37227,0
37228,0
37235,0
37236,0
37242,0
37247,0
37248,0
37253,1
37266,0
37268,0
37273,0
37276,0
37281,0
37282,0
37287,0
37301,1
37303,0
37311,0
37313,1
37315,0
37326,0
37337,1
37342,0
37352,1
37355,1
37359,0
37366,0
37372,0
37373,0
37376,1
37392,1
37393,0
37395,0
37398,0
37400,0
37402,0
37411,0
37414,1
37423,0
37441,1
37444,1
37447,0
37453,0
37455,1
37468,1
37472,0
37473,0
37481,1
37484,0
37489,0
37499,0
37500,0
37502,0
37506,0
37509,1
37511,0
37515,1
37519,1
37523,1
37524,0
37537,0
37539,0
37547,1
37548,0
37549,0
37558,0
37559,0
37571,0
37577,0
37578,0
37581,0
37591,1
37594,0
37595,0
37600,0
37601,0
37609,0
37625,0
37629,0
37631,1
37632,0
37639,1
37641,0
37645,1
37652,1
37653,1
37661,0
37666,0
37671,0
37678,0
37680,0
37684,0
37694,1
37703,1
37704,0
37722,0
37727,1
37737,0
37744,1
37752,0
37756,0
37757,0
37762,0
37764,1
37766,0
37769,0
37770,1
37772,1
37774,0
37775,0
37783,0
37800,0
37802,1
37804,1
37814,1
37818,0
37827,0
37828,0
37830,0
37831,1
37837,0
37842,0
37845,0
37858,0
37860,1
37869,1
37870,1
37871,0
37873,0
37875,0
37876,0
37887,0
37888,0
37893,0
37895,0
37900,1
37909,1
37914,0
37918,0
37921,1
37924,0
37933,0
37936,0
37941,0
37950,1
37960,1
37967,0
37982,0
37983,0
37984,1
37988,1
37992,0
37995,0
37998,1
38003,0
38012,1
38013,1
38016,1
38018,0
38028,0
38030,1
38042,1
38043,0
38047,0
38049,1
38051,0
38052,1
38053,0
38057,0
38062,0
38068,1
38069,0
38070,0
38076,0
38077,0
38078,0
38081,0
38084,1
38090,0
38092,1
38095,0
38098,0
38099,0
38100,0
38102,0
38110,0
38114,0
38115,0
38117,0
38120,0
38121,1
38128,0
38133,0
38142,0
38149,0
38154,0
38156,1
38162,0
38170,1
38174,0
38175,0
38180,0
38181,1
38183,0
38190,1
38211,0
38213,0
38214,0
38219,0
38220,1
38224,0
38240,0
38242,1
38249,0
38250,0
38251,1
38260,1
38266,0
38268,0
38272,1
38277,0
38278,1
38288,0
38290,0
38291,0
38294,0
38296,0
38305,0
38313,0
38332,0
38345,0
38346,1
38348,0
38349,0
38351,1
38352,1
38353,0
38365,0
38371,0
38377,0
38378,0
38387,0
38391,0
38395,0
38396,0
38401,1
38404,0
38409,0
38417,0
38419,0
38420,1
38425,0
38429,0
38432,0
38434,0
38436,0
38438,0
38440,0
38442,0
38445,1
38451,0
38465,0
38472,1
38473,0
38478,1
38479,0
38486,0
38496,1
38505,0
38507,1
38511,1
38514,0
38521,0
38522,0
38528,0
38530,0
38534,0
38539,0
38540,0
38549,1
38555,0
38558,0
38564,0
38568,0
38573,0
38591,0
38598,0
38599,0
38604,1
38612,0
38616,0
38618,0
38621,0
38622,0
38624,1
38626,0
38627,0
38628,0
38629,0
38637,0
38638,0
38646,0
38647,0
38654,1
38659,0
38662,0
38664,0
38665,0
38667,0
38668,1
38673,0
38675,0
38679,0
38680,1
38682,0
38688,0
38689,0
38692,0
38696,0
38697,0
38708,1
38709,0
38714,1
38715,0
38721,0
38725,0
38727,0
38728,1
38740,1
38746,0
38747,0
38748,1
38750,0
38752,0
38754,0
38756,1
38759,0
38760,0
38761,1
38763,0
38768,1
38770,0
38777,0
38782,0
38786,0
38788,1
38798,1
38799,0
38807,1
38810,0
38813,0
38820,0
38824,0
38826,0
38828,0
38834,1
38835,0
38836,0
38837,1
38847,1
38850,0
38851,0
38856,1
38857,1
38858,1
38861,1
38862,1
38865,0
38868,0
38872,0
38876,0
38877,0
38890,1
38909,1
38912,0
38917,0
38918,0
38919,0
38921,0
38930,1
38932,0
38942,0
38943,0
38956,1
38959,0
38963,0
38968,0
38972,0
38986,1
38988,0
38992,0
38994,0
38995,1
39013,0
39014,1
39022,0
39026,0
39028,0
39029,0
39031,0
39033,1
39036,1
39040,1
39044,0
39047,1
39050,0
39053,0
39059,1
39062,0
39065,0
39079,0
39097,0
39098,1
39103,0
39105,0
39106,1
39121,0
39125,0
39127,0
39142,1
39149,1
39154,1
39155,1
39164,0
39168,1
39176,0
39179,0
39187,0
39192,0
39200,0
39209,0
39213,0
39216,0
39217,1
39222,0
39229,0
39234,0
39239,0
39240,1
39241,0
39244,0
39248,0
39249,0
39254,1
39256,1
39257,0
39264,0
39267,0
39272,0
39280,0
39281,0
39282,0
39286,1
39294,0
39302,0
39313,1
39314,0
39315,0
39322,0
39323,0
39324,0
39329,0
39338,0
39343,0
39354,1
39366,0
39367,0
39372,0
39377,0
39380,1
39384,0
39392,1
39398,1
39399,1
39400,1
39401,1
39402,0
39429,0
39444,0
39446,0
39450,0
39466,1
39469,0
39470,1
39484,0
39485,0
39488,0
39491,1
39499,1
39504,0
39509,0
39511,0
39524,0
39531,0
39532,1
39533,1
39543,0
39547,0
39558,0
39566,0
39567,0
39577,0
39579,0
39587,0
39592,0
39595,1
39598,0
39600,1
39607,0
39608,0
39610,0
39618,0
39627,0
39630,1
39634,0
39635,0
39636,1
39645,1
39649,0
39658,0
39660,0
39661,0
39668,0
39672,0
39677,1
39679,0
39681,0
39684,0
39686,1
39691,0
39703,0
39712,1
39718,1
39731,1
39741,0
39748,0
39749,0
39760,0
39764,1
39765,0
39785,0
39786,1
39787,0
39801,0
39803,0
39812,0
39833,1
39836,0
39848,1
39855,0
39865,0
39866,1
39877,0
39881,0
39882,0
39883,0
39887,0
39892,0
39893,1
39906,1
39908,0
39933,0
39936,0
39937,0
39940,1
39942,0
39943,1
39945,0
39951,0
39955,0
39959,0
39960,0
39963,0
39972,1
39976,0
39978,0
39981,0
39984,1
39985,0
39986,0
39987,0
39992,0
39996,1
40004,0
40010,0
40011,1
40013,1
40019,0
40021,0
40023,0
40027,0
40034,0
40035,1
40041,1
40045,0
40048,0
40054,0
40056,0
40071,0
40072,0
40076,1
40081,0
40095,1
40105,0
40110,1
40112,0
40116,0
40118,0
40124,0
40132,0
40134,0
40136,0
40145,0
40146,1
40155,0
40160,0
40163,1
40168,0
40177,0
40178,1
40179,1
40182,0
40190,1
40198,0
40200,1
40201,0
40203,0
40207,0
40214,0
40218,0
40219,0
40232,0
40246,0
40252,0
40269,0
40272,0
40273,1
40276,0
40277,1
40283,1
40285,0
40291,0
40294,1
40305,0
40310,1
40320,1
40335,0
40340,0
40355,0
40370,0
40373,0
40385,0
40387,0
40389,0
40390,0
40394,0
40398,0
40399,0
40404,0
40412,1
40415,0
40421,0
40422,0
40423,0
40433,0
40434,0
40443,0
40444,0
40449,1
40450,0
40464,0
40467,0
40474,1
40475,0
40478,0
40479,0
40480,0
40489,0
40494,0
40495,0
40497,0
40500,0
40501,0
40506,0
40508,0
40524,0
40531,0
40539,0
40541,0
40544,0
40546,0
40547,1
40548,0
40549,0
40551,0
40553,0
40558,0
40560,1
40565,0
40566,0
40567,1
40581,0
40585,0
40586,0
40591,0
40598,0
40611,0
40612,0
40631,0
40633,0
40634,1
40635,0
40639,0
40642,0
40648,0
40654,1
40657,0
40658,0
40661,1
40665,1
40666,0
40677,0
40682,1
40683,0
40685,1
40686,1
40690,0
40697,0
40703,0
40704,1
40712,0
40713,0
40714,1
40722,1
40727,0
40729,0
40734,0
40741,0
40744,0
40750,0
40754,0
40756,0
40771,1
40772,0
40787,0
40790,0
40795,0
40798,0
40799,0
40811,0
40817,0
40819,0
40820,0
40826,0
40829,0
40837,0
40838,1
40851,1
40855,0
40856,1
40859,0
40861,1
40870,1
40879,0
40880,1
40884,1
40886,0
40889,0
40892,0
40911,0
40912,0
40915,0
40920,1
40923,0
40924,1
40928,0
40930,1
40934,1
40935,0
40943,0
40947,0
40948,0
40954,0
40958,1
40965,0
40966,0
40969,0
40972,0
40985,1
40990,0
40997,0
41006,0
41007,0
41012,1
41015,0
41016,1
41021,0
41027,0
41030,1
41031,0
41034,0
41038,0
41046,0
41062,0
41064,0
41065,1
41066,1
41068,0
41077,0
41088,0
41091,0
41092,1
41093,0
41096,1
41100,1
41102,0
41113,0
41114,0
41118,0
41129,0
41130,0
41133,0
41134,1
41139,1
41141,0
41149,0
41159,0
41180,1
41183,0
41187,1
41192,0
41193,1
41199,0
41200,0
41207,0
41209,0
41210,0
41219,0
41228,0
41229,0
41234,1
41242,0
41246,0
41251,1
41257,0
41259,1
41265,0
41278,1
41281,1
41288,0
41301,1
41306,1
41307,1
41309,1
41312,0
41316,0
41317,1
41319,1
41324,1
41326,0
41328,1
41332,1
41335,1
41338,1
41350,0
41352,1
41363,0
41366,0
41367,0
41370,0
41384,0
41390,0
41392,0
41393,0
41405,1
41413,1
41419,0
41423,0
41432,0
41451,0
41452,0
41455,1
41456,1
41458,1
41463,1
41466,0
41476,0
41481,1
41494,0
41507,0
41508,1
41520,0
41522,1
41523,0
41524,0
41534,0
41535,0
41538,0
41543,1
41558,0
41571,0
41576,1
41580,0
41581,0
41582,0
41587,0
41588,0
41589,0
41595,0
41596,0
41599,0
41601,0
41607,0
41611,0
41612,0
41614,0
41617,1
41620,0
41621,0
41625,0
41635,0
41639,1
41645,0
41649,1
41658,0
41663,0
41668,0
41672,0
41674,1
41691,0
41698,1
41701,1
41703,1
41707,0
41714,0
41717,0
41734,1
41740,1
41757,0
41761,0
41767,0
41769,1
41776,0
41777,0
41778,1
41781,0
41782,1
41783,0
41784,0
41787,0
41791,0
41795,1
41799,1
41803,0
41806,0
41807,0
41811,1
41813,0
41814,0
41816,1
41823,0
41824,0
41837,1
41845,1
41848,0
41849,0
41852,0
41858,0
41859,0
41869,0
41873,0
41874,1
41878,1
41883,0
41884,0
41893,0
41905,0
41923,0
41927,1
41932,0
41941,1
41947,1
41955,0
41967,1
41976,0
41977,1
41987,0
41991,1
41996,0
42008,0
42016,0
42017,0
42021,0
42025,1
42028,0
42032,0
42042,0
42051,0
42068,0
42072,1
42073,0
42074,0
42077,1
42086,1
42091,0
42108,1
42117,0
42120,0
42137,0
42144,0
42153,0
42154,1
42156,0
42173,0
42178,0
42182,1
42187,0
42188,0
42203,0
42205,0
42207,1
42221,0
42225,0
42247,1
42255,1
42258,0
42259,0
42266,0
42267,1
42268,0
42269,1
42271,0
42280,0
42283,0
42287,0
42288,0
42289,0
42296,0
42297,1
42302,0
42310,0
42311,1
42312,1
42327,0
42342,0
42344,1
42350,0
42355,0
42356,0
42357,0
42378,0
42381,1
42392,1
42396,1
42408,1
42409,0
42413,0
42417,0
42420,0
42424,0
42434,0
42435,0
42441,1
42450,0
42461,0
42465,0
42466,0
42467,0
42471,0
42473,0
42475,0
42476,0
42485,1
42487,0
42509,1
42510,0
42512,0
42520,0
42531,1
42537,0
42542,0
42543,0
42549,1
42551,0
42552,0
42557,0
42558,1
42563,1
42575,1
42577,0
42590,0
42591,0
42592,1
42594,1
42599,0
42601,0
42603,1
42615,0
42619,0
42624,1
42633,0
42634,1
42642,0
42645,0
42656,1
42660,0
42661,0
42663,0
42675,1
42681,0
42684,1
42685,1
42695,1
42699,1
42706,1
42707,0
42709,0
42713,0
42717,0
42718,0
42728,1
42729,1
42730,1
42734,1
42737,0
42739,0
42747,0
42751,0
42758,0
42765,0
42766,0
42784,1
42803,0
42815,1
42817,0
42818,0
42842,0
42858,0
42860,0
42870,0
42871,0
42880,0
42882,1
42886,0
42895,0
42900,1
42902,0
42903,0
42934,1
42937,0
42940,0
42957,0
42962,0
42967,0
42971,1
42976,0
42984,0
42988,0
42999,0
43005,0
43007,0
43010,0
43015,0
43023,1
43038,1
43043,0
43050,0
43054,0
43065,0
43067,0
43070,0
43074,0
43079,0
43081,0
43082,0
43086,0
43091,1
43104,1
43106,1
43110,0
43122,1
43123,1
43131,1
43135,0
43138,1
43141,0
43142,0
43143,0
43146,1
43155,1
43156,0
43162,1
43164,1
43165,1
43168,0
43178,1
43187,0
43191,1
43197,0
43203,0
43204,1
43208,0
43218,0
43221,1
43230,1
43236,1
43242,1
43247,0
43249,1
43254,0
43259,1
43261,0
43264,0
43269,0
43270,0
43271,0
43277,1
43278,0
43280,0
43285,1
43286,0
43290,0
43305,0
43311,0
43312,0
43314,0
43317,0
43328,0
43332,1
43338,0
43361,1
43375,0
43389,0
43397,1
43415,0
43418,0
43420,0
43426,1
43428,1
43433,1
43434,1
43438,0
43439,1
43455,0
43459,0
43464,1
43465,0
43468,1
43471,0
43486,0
43487,1
43490,0
43492,1
43500,0
43506,1
43509,1
43515,0
43519,0
43521,1
43524,0
43526,0
43527,0
43534,0
43538,0
43544,1
43546,0
43548,0
43558,0
43564,1
43565,0
43570,0
43571,0
43572,1
43584,0
43585,1
43590,0
43595,0
43600,1
43601,0
43602,0
43604,0
43605,0
43607,0
43610,0
43615,1
43616,0
43623,0
43632,0
43638,0
43646,0
43649,0
43656,0
43660,0
43671,0
43676,0
43678,0
43681,1
43685,0
43687,0
43690,0
43710,1
43712,1
43713,0
43719,0
43728,0
43746,1
43749,0
43751,1
43754,0
43785,0
43789,0
43797,0
43799,1
43807,1
43816,1
43817,0
43819,0
43827,0
43828,0
43831,0
43832,0
43834,0
43842,0
43861,1
43867,1
43871,0
43872,0
43873,0
43875,0
43876,0
43878,0
43883,1
43887,0
43893,1
43895,0
43898,0
43914,1
43924,1
43936,1
43939,0
43944,0
43948,0
43955,0
43982,0
43988,0
43989,1
43998,0
44001,1
44003,0
44005,0
44006,0
44014,0
44025,1
44034,0
