,target
15259,0
15263,0
15267,0
15273,0
15275,1
15281,0
15290,0
15291,0
15296,0
15297,1
15299,1
15308,0
15310,0
15315,0
15318,1
15322,0
15327,0
15328,0
15329,0
15335,0
15344,0
15350,0
15351,0
15352,1
15353,0
15354,1
15355,1
15356,0
15358,0
15363,0
15364,0
15371,1
15373,0
15375,0
15379,0
15380,1
15381,1
15383,0
15384,1
15386,0
15389,0
15391,1
15410,0
15411,1
15417,0
15419,0
15421,1
15427,0
15428,0
15429,1
15444,0
15450,0
15460,1
15463,0
15466,0
15468,1
15478,0
15480,0
15487,0
15494,1
15497,0
15502,0
15506,0
15515,1
15516,1
15529,0
15530,0
15540,1
15542,0
15543,0
15551,0
15556,0
15559,1
15560,0
15578,1
15580,1
15587,0
15593,0
15594,0
15600,0
15605,0
15606,0
15610,0
15611,0
15613,1
15617,0
15619,0
15623,0
15626,0
15627,0
15630,0
15634,0
15637,0
15647,0
15651,1
15660,0
15678,1
15683,0
15684,0
15702,0
15712,0
15729,0
15740,0
15743,0
15749,0
15760,0
15761,0
15764,0
15770,0
15772,0
15774,0
15782,0
15784,0
15791,0
15794,0
15799,0
15801,0
15803,0
15804,0
15810,0
15812,1
15815,0
15827,0
15830,0
15833,0
15835,0
15841,0
15846,1
15851,1
15864,0
15870,1
15871,0
15872,0
15893,0
15895,1
15899,0
15916,0
15922,1
15923,0
15932,0
15934,1
15935,0
15936,1
15943,0
15955,0
15958,1
15967,0
15983,0
15987,0
15999,0
16002,0
16006,1
16007,1
16008,0
16011,0
16014,0
16017,0
16021,1
16028,0
16032,0
16038,0
16044,0
16045,0
16047,0
16051,0
16059,0
16065,1
16067,0
16070,0
16089,0
16091,1
16097,1
16104,1
16105,1
16108,0
16115,1
16132,0
16136,0
16140,1
16148,1
16157,0
16158,1
16171,1
16172,0
16178,1
16184,0
16186,1
16187,1
16191,1
16195,0
16198,0
16206,0
16215,0
16217,0
16219,0
16227,0
16230,0
16233,0
16234,0
16250,0
16253,1
16257,0
16260,0
16261,0
16272,0
16280,1
16286,0
16287,1
16299,1
16300,1
16302,0
16305,1
16315,0
16321,0
16330,0
16336,0
16345,1
16347,0
16355,0
16358,0
16361,0
16362,0
16371,1
16378,0
16388,1
16393,0
16398,1
16405,0
16408,1
16409,0
16412,0
16414,0
16419,0
16422,0
16426,0
16428,0
16429,0
16430,1
16433,0
16438,0
16445,1
16450,0
16451,0
16455,0
16467,1
16487,0
16492,1
16497,0
16498,0
16500,0
16501,0
16502,0
16521,0
16523,0
16531,0
16548,1
16549,0
16550,1
16556,0
16560,1
16563,0
16567,1
16583,1
16594,0
16599,0
16600,0
16606,1
16614,1
16629,0
16632,0
16643,0
16646,1
16652,1
16655,0
16664,0
16665,0
16670,1
16672,0
16674,1
16676,0
16679,0
16681,1
16682,1
16686,0
16694,0
16695,0
16697,1
16703,0
16704,0
16710,1
16712,0
16714,0
16716,1
16723,0
16735,0
16736,0
16738,1
16739,0
16740,0
16743,0
16746,0
16751,0
16781,0
16783,0
16788,0
16806,0
16810,1
16818,1
16819,0
16822,0
16826,0
16828,1
16830,0
16831,0
16832,0
16840,0
16842,0
16844,0
16857,1
16859,0
16867,0
16871,0
16880,0
16881,0
16883,0
16887,1
16893,0
16894,0
16903,0
16907,0
16913,0
16914,1
16916,0
16931,0
16934,0
16935,0
16943,0
16956,1
16958,1
16964,0
16976,0
16989,0
16991,0
16994,0
17019,0
17021,0
17024,0
17029,1
17038,0
17043,0
17053,0
17060,0
17066,1
17078,1
17080,1
17082,0
17086,0
17089,1
17092,0
17096,1
17098,0
17100,0
17102,0
17122,0
17127,0
17131,0
17133,0
17137,0
17144,0
17147,0
17149,1
17155,1
17157,0
17160,0
17164,1
17165,0
17176,0
17181,1
17183,0
17185,0
17189,0
17190,0
17212,1
17213,0
17222,0
17223,0
17227,0
17235,0
17238,1
17240,1
17244,1
17248,0
17254,0
17261,1
17264,0
17276,0
17282,0
17287,1
17288,0
17290,0
17292,0
17297,0
17306,0
17307,0
17311,0
17313,1
17316,0
17317,1
17319,0
17323,1
17328,1
17332,0
17359,0
17362,0
17369,0
17370,0
17374,1
17380,0
17383,1
17396,1
17399,0
17400,0
17401,1
17402,1
17405,0
17407,1
17415,0
17421,0
17425,0
17426,0
17431,0
17438,0
17444,0
17448,0
17452,0
17453,0
17455,1
17460,1
17466,0
17475,1
17490,0
17493,0
17494,0
17500,1
17502,0
17511,0
17529,0
17550,0
17553,1
17554,0
17564,1
17568,1
17569,0
17579,0
17582,0
17585,0
17590,0
17600,0
17602,0
17623,0
17629,0
17634,0
17637,1
17646,0
17649,0
17674,0
17689,0
17693,0
17697,0
17700,1
17708,0
17712,1
17721,0
17725,0
17729,0
17736,0
17744,0
17750,0
17758,1
17760,0
17763,0
17766,0
17772,0
17779,0
17785,0
17788,1
17796,0
17801,0
17812,0
17816,0
17818,0
17819,1
17826,1
17830,0
17831,0
17835,0
17836,0
17842,1
17848,0
17852,0
17854,1
17871,0
17873,0
17888,0
17892,0
17893,0
17895,0
17896,0
17900,1
17908,0
17909,0
17913,1
17915,0
17927,0
17935,1
17937,0
17941,0
17947,0
17950,0
17951,0
17955,0
17956,0
17968,0
17992,1
17996,0
18007,0
18022,0
18029,0
18045,0
18048,0
18054,1
18067,0
18077,0
18078,1
18080,0
18082,0
18084,1
18091,1
18092,1
18094,1
18095,0
18097,0
18101,0
18106,1
18115,1
18117,0
18119,0
18120,0
18124,0
18128,1
18133,1
18135,0
18145,0
18156,0
18157,0
18161,0
18179,0
18180,1
18184,0
18187,0
18197,1
18200,0
18203,0
18213,1
18233,1
18235,0
18240,1
18262,1
18271,0
18277,0
18278,0
18280,0
18294,0
18300,1
18310,0
18320,1
18321,0
18325,0
18330,1
18336,1
18355,0
18356,0
18364,1
18366,0
18370,0
18382,0
18383,0
18395,0
18400,1
18402,1
18406,0
18411,0
18414,0
18421,0
18429,0
18437,0
18443,1
18447,0
18450,0
18452,0
18455,0
18473,0
18476,0
18484,0
18485,0
18486,0
18492,1
18495,0
18497,0
18500,0
18503,1
18508,0
18510,0
18515,0
18516,1
18518,0
18522,0
18525,0
18527,1
18538,0
18539,0
18544,0
18554,1
18568,0
18572,1
18573,0
18587,0
18588,1
18594,0
18600,0
18613,1
18622,0
18624,0
18627,1
18631,0
18632,0
18635,0
18639,1
18641,0
18653,1
18656,0
18664,0
18667,0
18671,1
18672,1
18676,1
18677,0
18683,0
18685,0
18691,0
18698,0
18699,0
18710,0
18711,0
18713,0
18714,0
18717,0
18724,1
18725,0
18731,0
18736,1
18739,0
18742,0
18745,1
18748,1
18749,1
18752,0
18757,0
18763,1
18768,0
18772,0
18774,0
18776,0
18785,1
18786,0
18788,1
18789,0
18796,0
18799,1
18802,0
18808,0
18811,1
18815,0
18816,0
18817,0
18819,0
18820,0
18821,0
18833,0
18843,1
18851,1
18855,0
18861,0
18864,0
18867,0
18881,0
18889,1
18898,0
18913,1
18920,0
18941,0
18973,1
18982,0
18983,0
18984,0
18986,0
18989,0
18993,0
18995,0
19000,1
19011,0
19012,0
19013,0
19017,1
19020,0
19021,0
19025,0
19027,0
19034,0
19035,0
19036,0
19039,0
19042,0
19051,0
19055,0
19057,1
19074,0
19079,0
19082,0
19084,0
19098,1
19099,0
19101,0
19102,0
19104,1
19113,0
19117,0
19120,0
19128,0
19137,1
19140,0
19147,1
19148,0
19154,1
19155,1
19165,0
19169,0
19174,0
19179,0
19186,0
19193,0
19204,1
19205,0
19216,0
19217,0
19228,0
19238,0
19241,0
19248,0
19253,0
19258,0
19265,0
19268,0
19270,1
19275,1
19281,0
19284,0
19291,0
19303,0
19312,1
19323,1
19331,1
19343,1
19344,0
19346,0
19353,0
19354,0
19356,0
19363,0
19375,0
19376,0
19380,0
19386,0
19387,1
19390,0
19392,0
19394,0
19398,0
19400,0
19401,0
19405,0
19406,1
19412,1
19415,1
19417,1
19422,0
19427,0
19429,0
19450,0
19451,1
19476,0
19481,0
19482,1
19488,0
19495,1
19506,1
19510,0
19512,0
19524,0
19531,0
19533,0
19537,1
19546,0
19561,0
19574,1
19579,1
19580,0
19581,1
19582,0
19584,0
19586,1
19593,1
19596,0
19607,0
19620,0
19622,1
19625,1
19627,0
19631,0
19636,0
19650,0
19664,0
19673,0
19679,0
19684,0
19685,0
19696,0
19702,1
19704,0
19707,1
19712,1
19723,0
19729,1
19732,1
19733,1
19734,1
19737,0
19742,0
19747,0
19753,0
19754,1
19761,1
19767,1
19769,0
19770,0
19773,0
19782,0
19787,0
19793,0
19795,0
19812,0
19814,0
19818,0
19823,1
19824,0
19829,0
19834,0
19841,0
19842,0
19844,1
19848,0
19851,1
19865,0
19870,1
19872,0
19877,0
19879,0
19880,0
19881,1
19883,0
19884,1
19886,0
19891,1
19906,0
19910,1
19914,0
19918,0
19919,1
19920,0
19922,0
19925,1
19926,1
19928,0
19932,1
19936,0
19937,1
19938,0
19945,1
19950,1
19970,0
19973,0
19977,1
19987,1
19989,0
19997,0
19998,1
19999,0
20006,1
20008,0
20009,1
20020,0
20023,0
20035,0
20041,1
20048,0
20054,0
20056,0
20058,1
20059,1
20069,0
20071,0
20073,0
20077,1
20079,1
20080,0
20081,0
20082,0
20083,0
20088,1
20095,1
20108,0
20110,0
20117,1
20122,0
20126,0
20132,1
20133,0
20134,1
20143,0
20148,0
20152,1
20158,0
20160,1
20163,0
20164,1
20172,0
20177,0
20181,0
20186,0
20190,0
20191,1
20200,0
20202,0
20204,0
20206,0
20207,0
20210,0
20211,0
20213,0
20216,0
20219,0
20220,0
20233,0
20235,1
20236,0
20237,0
20241,0
20243,0
20244,0
20245,0
20249,0
20251,0
20255,0
20259,0
20262,1
20275,0
20279,0
20283,0
20284,0
20294,1
20296,1
20305,1
20306,1
20313,0
20314,0
20322,1
20324,0
20325,0
20334,0
20335,0
20341,0
20342,0
20345,0
20348,0
20349,0
20355,0
20356,1
20366,1
20370,0
20371,0
20376,0
20385,1
20390,1
20391,0
20399,0
20405,0
20413,0
20414,0
20416,0
20424,1
20428,0
20429,1
20432,0
20441,0
20443,1
20461,0
20462,0
20467,0
20469,1
20470,1
20471,1
20475,0
20479,0
20481,0
20482,0
20485,0
20495,0
20508,0
20510,1
20511,1
20514,0
20517,0
20522,0
20530,1
20537,1
20543,0
20547,1
20564,1
20572,0
20573,0
20574,0
20575,0
20576,0
20577,0
20586,1
20590,0
20592,0
20595,1
20608,0
20609,0
20610,0
20612,1
20614,0
20616,1
20620,0
20631,0
20632,0
20633,1
20635,1
20647,1
20649,0
20650,0
20659,0
20660,1
20665,0
20668,1
20674,0
20676,0
20678,0
20681,0
20698,0
20699,0
20705,1
20707,0
20708,1
20710,0
20713,0
20714,1
20722,0
20734,0
20736,0
20740,0
20741,1
20747,0
20749,0
20757,1
20762,0
20764,0
20766,0
20767,0
20773,1
20778,0
20797,1
20798,0
20801,0
20802,1
20816,0
20817,0
20831,0
20838,0
20844,0
20855,0
20856,1
20859,0
20862,1
20865,0
20869,0
20880,1
20889,0
20890,0
20892,0
20898,1
20904,0
20906,0
20907,0
20909,0
20912,1
20921,0
20926,1
20935,0
20940,1
20942,0
20945,0
20961,0
20963,1
20973,0
20975,0
20979,1
20982,1
20983,0
20990,0
20992,0
20995,0
20997,0
21002,0
21003,0
21008,0
21011,0
21023,0
21027,1
21028,0
21038,0
21043,0
21049,1
21055,0
21059,0
21060,1
21062,0
21069,0
21072,0
21083,1
21084,0
21087,0
21092,1
21100,0
21107,0
21112,0
21114,1
21117,0
21120,0
21126,0
21139,0
21142,0
21145,0
21148,0
21150,0
21153,0
21165,0
21167,0
21169,0
21172,0
21175,1
21178,1
21184,1
21186,1
21195,1
21201,0
21205,1
21208,0
21216,0
21218,0
21219,0
21220,1
21224,1
21226,1
21237,0
21242,0
21259,0
21270,1
21271,0
21280,0
21282,0
21283,0
21287,0
21290,0
21292,1
21294,0
21302,0
21307,0
21309,0
21310,0
21321,0
21322,0
21326,1
21335,1
21346,0
21351,1
21352,0
21359,1
21365,0
21369,0
21390,1
21395,0
21398,0
21403,0
21422,0
21425,0
21444,1
21445,1
21457,0
21461,0
21462,1
21467,0
21468,1
21471,0
21474,0
21477,0
21478,0
21490,1
21498,0
21502,0
21506,0
21508,1
21521,1
21525,1
21528,0
21532,1
21536,0
21541,1
21543,0
21550,1
21553,1
21559,1
21562,0
21568,0
21578,0
21579,0
21582,0
21590,1
21595,0
21596,0
21598,1
21603,0
21607,1
21612,0
21617,0
21626,1
21628,0
21646,0
21649,0
21653,0
21670,0
21673,0
21681,0
21683,0
21684,0
21688,0
21699,0
21715,1
21717,0
21720,0
21722,1
21723,0
21727,0
21731,0
21736,0
21742,0
21746,1
21748,1
21750,0
21755,0
21756,1
21763,1
21767,0
21770,0
21774,0
21779,0
21781,0
21782,0
21790,0
21802,1
21803,0
21807,0
21816,0
21819,0
21820,1
21829,0
21836,0
21840,0
21846,0
21853,0
21857,1
21858,0
21870,0
21873,0
21874,1
21875,0
21882,0
21890,0
21892,1
21897,1
21898,0
21901,0
21902,0
21905,0
21926,0
21939,1
21942,0
21944,0
21949,0
21956,0
21959,1
21960,0
21961,0
21966,0
21982,0
21987,0
21989,0
21990,0
21994,1
21997,0
21999,0
22004,0
22005,0
22010,1
22013,0
22026,0
22027,0
22028,1
22035,1
22038,0
22053,1
22062,0
22063,0
22079,0
22081,0
22099,0
22111,1
22114,0
22121,1
22127,0
22132,1
22133,1
22136,1
22142,0
22143,0
22144,0
22146,0
22148,0
22151,0
22154,0
22162,1
22165,0
22170,0
22175,0
22180,0
22190,1
22216,1
22220,1
22227,0
22231,0
22233,0
22235,0
22244,1
22245,0
22246,0
22250,0
22252,0
22259,0
22260,0
22261,1
22271,1
22278,0
22294,0
22297,0
22299,0
22302,0
22303,0
22308,0
22334,0
22340,0
22342,0
22344,0
22349,0
22355,0
22365,0
22366,0
22372,0
22375,0
22384,0
22389,1
22391,1
22393,0
22398,1
22409,0
22412,0
22416,0
22421,0
22426,0
22428,0
22440,0
22442,1
22445,0
22447,0
22457,0
22461,0
22463,0
22467,0
22484,1
22504,1
22515,0
22520,1
22525,0
22529,1
22532,0
22533,0
22541,0
22546,0
22567,1
22572,1
22580,0
22582,0
22585,0
22586,0
22587,0
22589,0
22594,1
22596,0
22604,0
22616,0
22621,0
22624,0
22631,0
22633,0
22639,0
22642,0
22659,1
22676,0
22682,0
22683,0
22684,0
22687,1
22688,0
22699,0
22713,1
22715,1
22716,1
22717,0
22728,1
22731,0
22739,1
22746,1
22754,0
22763,0
22772,0
22785,0
22811,0
22812,0
22818,0
22819,0
22823,1
22835,1
22839,0
22841,1
22850,0
22854,1
22857,0
22861,0
22863,1
22870,0
22873,0
22875,0
22877,0
22879,1
22880,1
22888,0
22893,1
22903,0
22908,0
22913,0
22916,0
22917,0
22919,0
22926,1
22929,0
22937,0
22941,0
22945,0
22947,0
22952,0
22953,0
22957,0
22963,0
22978,0
22986,0
22990,0
23001,1
23012,0
23017,0
23032,0
23043,1
23044,1
23049,1
23050,0
23055,1
23056,0
23059,0
23071,0
23081,0
23082,0
23086,0
23092,0
23095,0
23098,0
23099,0
23101,0
23102,0
23106,0
23118,0
23120,0
23123,0
23124,0
23137,0
23138,0
23153,0
23156,0
23158,0
23162,0
23166,0
23168,1
23170,0
23173,0
23181,1
23184,1
23186,0
23187,0
23194,0
23200,0
23201,1
23219,0
23220,1
23228,0
23242,1
23243,0
23247,0
23250,0
23255,0
23256,0
23259,1
23266,1
23271,0
23278,0
23282,0
23285,0
23292,0
23294,0
23311,0
23313,1
23322,1
23324,0
23333,0
23338,1
23355,1
23356,0
23361,1
23362,1
23377,0
23380,0
23384,1
23386,1
23394,1
23396,1
23403,0
23404,0
23405,1
23410,0
23411,0
23412,0
23416,0
23421,0
23422,1
23436,1
23437,1
23439,0
23441,0
23444,0
23464,0
23479,0
23484,1
23489,1
23493,0
23499,0
23500,0
23507,1
23510,0
23511,0
23514,1
23516,0
23537,0
23538,1
23543,1
23548,0
23553,1
23562,0
23564,0
23566,0
23581,0
23583,1
23593,0
23613,0
23614,0
23633,0
23636,1
23638,0
23654,0
23660,1
23662,0
23664,0
23681,0
23682,1
23699,1
23705,0
23709,0
23715,0
23716,1
23720,1
23721,1
23723,0
23724,0
23727,0
23732,1
23733,0
23741,0
23743,0
23746,1
23752,0
23753,1
23758,0
23759,1
23764,0
23769,0
23771,1
23781,0
23783,0
23784,0
23791,1
23795,1
23804,1
23808,0
23814,1
23827,0
23842,0
23845,0
23852,0
23853,1
23854,0
23857,0
23861,1
23863,0
23871,1
23872,0
23875,0
23878,0
23886,0
23900,0
23908,1
23911,0
23920,0
23927,1
23931,0
23937,0
23942,0
23951,0
23957,0
23964,0
23966,1
23973,0
23976,1
24002,0
24009,1
24013,0
24025,1
24042,0
24048,0
24061,0
24062,0
24068,0
24069,1
24076,1
24080,0
24084,0
24085,0
24087,0
24088,0
24089,0
24094,0
24095,0
24104,0
24127,0
24136,0
24139,0
24144,0
24148,0
24157,0
24161,0
24163,1
24166,1
24167,0
24169,1
24186,0
24188,0
24193,1
24195,0
24205,0
24206,0
24207,0
24214,1
24219,0
24224,0
24225,1
24227,0
24230,0
24231,1
24242,0
24252,0
24259,0
24261,0
24266,0
24268,0
24271,0
24281,0
24303,0
24306,0
24308,0
24312,0
24318,0
24320,0
24323,0
24324,0
24325,0
24328,0
24349,0
24351,0
24352,1
24360,0
24367,0
24369,1
24376,0
24382,1
24389,0
24391,0
24392,0
24399,1
24400,0
24403,0
24411,0
24414,1
24422,0
24427,1
24431,1
24441,1
24457,0
24458,0
24483,0
24490,1
24500,0
24508,0
24517,0
24518,0
24522,0
24525,1
24528,1
24533,1
24549,0
24554,0
24569,0
24573,0
24581,0
24594,0
24597,0
24603,0
24604,1
24607,0
24612,0
24615,0
24621,1
24624,0
24627,0
24633,0
24639,0
24646,0
24647,0
24651,1
24653,1
24654,0
24658,1
24663,0
24665,1
24667,1
24677,1
24681,0
24687,0
24699,0
24709,1
24711,0
24713,0
24714,0
24715,0
24719,0
24721,0
24727,0
24730,1
24733,0
24735,0
24736,1
24746,1
24750,1
24752,1
24753,0
24759,0
24769,0
24779,0
24783,0
24793,0
24794,0
24796,0
24806,1
24808,1
24811,0
24814,0
24821,1
24822,0
24828,0
24831,0
24836,0
24863,1
24869,0
24871,0
24876,1
24883,1
24893,0
24895,0
24896,0
24900,0
24911,0
24944,1
24948,0
24949,0
24953,0
24964,1
24965,1
24966,1
24970,0
24972,0
24979,0
24985,0
24990,0
24996,1
25014,1
25016,1
25017,0
25025,0
25033,1
25035,1
25036,0
25057,1
25072,0
25075,0
25076,0
25085,0
25092,0
25096,0
25121,0
25124,1
25125,1
25131,0
25136,0
25137,1
25141,0
25143,0
25148,1
25150,1
25155,0
25157,0
25163,1
25165,0
25166,0
25167,0
25168,0
25185,0
25189,1
25199,0
25210,0
25212,0
25214,0
25251,0
25252,0
25258,0
25272,0
25275,0
25279,0
25297,0
25306,1
25312,1
25320,0
25321,1
25324,0
25331,0
25335,0
25353,0
25357,0
25358,0
25361,1
25362,0
25363,0
25369,1
25372,0
25376,0
25379,0
25383,0
25385,0
25389,1
25390,0
25397,0
25406,0
25412,0
25413,0
25414,0
25422,0
25428,0
25434,0
25440,0
25442,0
25444,1
25446,1
25452,0
25457,0
25463,1
25465,0
25466,0
25475,0
25478,0
25479,0
25490,1
25493,0
25504,0
25512,0
25516,0
25517,0
25521,0
25530,0
25534,1
25535,0
25536,0
25538,0
25542,0
25546,0
25551,0
25554,0
25555,0
25558,0
25572,0
25575,0
25576,0
25587,1
25588,0
25591,1
25594,1
25605,1
25610,0
25615,0
25620,0
25623,0
25627,0
25635,0
25637,1
25642,0
25646,1
25650,0
25654,0
25655,0
25657,0
25661,0
25662,0
25667,0
25671,0
25682,0
25685,0
25686,1
25695,1
25703,1
25707,0
25708,0
25713,0
25716,0
25721,1
25727,0
25730,1
25731,0
25744,0
25746,0
25757,0
25760,0
25763,0
25765,0
25772,0
25774,0
25775,0
25777,0
25798,0
25799,0
25801,0
25804,1
25805,0
25817,0
25819,0
25821,1
25831,1
25833,1
25839,1
25840,0
25842,1
25847,0
25854,1
25864,0
25868,0
25874,0
25879,1
25898,0
25900,0
25901,0
25910,1
25917,0
25921,0
25922,0
25923,1
25925,0
25935,0
25936,0
25947,0
25951,0
25959,0
25961,0
25964,1
25968,1
25969,0
25970,0
25971,0
25976,0
25982,0
25990,0
25991,0
25997,1
25999,0
26005,0
26009,0
26010,0
26016,0
26021,0
26025,0
26030,1
26037,0
26038,1
26047,0
26052,0
26066,1
26068,0
26078,0
26091,1
26093,0
26096,1
26100,1
26107,1
26111,1
26113,0
26116,0
26134,0
26139,0
26140,0
26141,0
26144,0
26145,0
26149,0
26150,0
26156,0
26162,0
26173,0
26175,1
26181,0
26183,0
26188,1
26198,0
26199,1
26200,0
26201,0
26202,0
26203,0
26205,0
26209,0
26216,0
26220,0
26226,1
26233,0
26239,0
26244,1
26248,0
26250,0
26255,0
26258,1
26264,1
26267,0
26268,0
26270,1
26271,0
26274,1
26280,0
26286,1
26287,1
26291,0
26297,0
26302,0
26303,0
26305,0
26309,0
26315,1
26321,1
26322,0
26331,1
26335,0
26339,1
26346,0
26351,0
26353,0
26357,0
26369,0
26371,0
26372,0
26377,0
26383,1
26390,0
26392,0
26404,1
26405,0
26407,1
26412,1
26415,0
26422,0
26435,0
26439,0
26446,0
26470,1
26474,0
26477,1
26481,0
26483,1
26485,0
26498,0
26504,0
26505,0
26508,0
26511,0
26515,0
26519,0
26529,0
26534,0
26539,1
26546,0
26556,0
26559,0
26561,0
26572,0
26573,0
26585,0
26586,0
26590,0
26592,0
26593,0
26605,0
26621,0
26624,0
26630,1
26639,0
26641,1
26643,1
26645,1
26648,0
26649,1
26665,0
26666,0
26683,1
26685,1
26692,0
26694,0
26695,1
26700,0
26702,1
26703,0
26710,1
26713,0
26714,0
26716,1
26719,0
26725,0
26734,0
26736,0
26738,1
26744,0
26746,0
26750,1
26756,1
26776,0
26781,0
26783,0
26787,1
26789,0
26793,0
26798,0
26802,0
26807,0
26811,0
26818,0
26822,0
26827,1
26836,0
26840,1
26848,0
26851,0
26860,0
26868,0
26874,1
26881,0
26884,1
26898,0
26900,1
26907,1
26919,0
26925,1
26931,1
26936,0
26938,0
26941,1
26943,0
26944,0
26945,0
26949,0
26959,1
26961,0
26962,0
26965,1
26976,1
26989,0
26994,0
27000,1
27011,1
27020,0
27029,0
27051,1
27054,1
27057,0
27060,0
27063,0
27078,0
27082,0
27085,0
27094,0
27100,1
27109,0
27112,0
27113,1
27116,0
27118,0
27119,0
27124,0
27128,0
27130,0
27131,0
27135,0
27140,1
27144,1
27145,0
27153,0
27158,0
27163,0
27165,0
27172,0
27176,0
27185,0
27187,0
27189,0
27198,0
27199,1
27201,1
27209,0
27210,0
27214,1
27217,1
27222,0
27227,1
27238,0
27239,0
27245,0
27251,1
27254,0
27258,0
27260,1
27263,0
27264,0
27268,0
27271,0
27272,0
27273,0
27274,0
27275,0
27300,0
27307,1
27313,0
27315,1
27325,0
27331,0
27333,0
27341,0
27343,1
27350,0
27352,0
27363,1
27365,0
27369,0
27371,0
27375,0
27376,0
27388,0
27390,0
27394,0
27395,0
27402,0
27410,0
27411,0
27414,0
27415,0
27416,1
27421,0
27429,0
27431,1
27432,1
27434,0
27439,0
27444,0
27446,1
27451,0
27457,0
27459,1
27464,0
27472,0
27478,0
27479,0
27484,1
27491,1
27494,0
27500,0
27504,0
27507,1
27516,1
27525,0
27527,0
27531,1
27540,0
27543,0
27546,0
27553,1
27567,0
27568,0
27576,0
27578,1
27585,0
27594,0
27599,0
27600,0
27606,0
27617,1
27618,1
27619,0
27622,0
27625,0
27639,0
27641,0
27644,0
27648,1
27649,1
27653,0
27654,1
27665,0
27666,1
27668,0
27685,1
27698,0
27708,1
27709,0
27711,0
27726,0
27742,0
27746,0
27751,0
27755,1
27760,1
27769,0
27774,1
27786,0
27789,0
27790,0
27791,1
27799,0
27806,0
27808,0
27824,0
27826,1
27836,0
27838,0
27839,1
27841,1
27849,1
27853,1
27871,0
27874,0
27885,0
27892,0
27893,0
27897,0
27903,1
27907,0
27910,1
27917,0
27920,0
27921,0
27937,0
27947,1
27953,0
27959,0
27961,0
27963,0
27965,0
27968,0
27969,0
27970,0
27986,1
28000,1
28014,0
28018,1
28022,0
28032,1
28036,0
28038,0
28039,0
28044,0
28046,0
28056,0
28058,0
28063,0
28069,1
28073,0
28076,0
28080,0
28083,0
28084,0
28085,0
28091,0
28103,0
28110,0
28111,1
28112,0
28125,0
28127,1
28139,0
28142,0
28151,0
28157,1
28166,0
28177,0
28179,0
28186,1
28188,1
28189,0
28193,0
28203,1
28206,1
28216,0
28222,0
28223,0
28230,0
28239,1
28242,0
28249,0
28250,1
28251,0
28252,0
28265,0
28271,1
28272,0
28274,0
28277,0
28280,0
28282,0
28284,0
28286,0
28295,1
28300,1
28315,0
28319,0
28321,0
28323,0
28328,1
28329,0
28332,0
28337,0
28340,0
28346,0
28357,1
28359,0
28361,1
28363,0
28365,0
28368,1
28369,0
28370,0
28372,0
28376,0
28378,1
28382,0
28383,0
28384,0
28392,0
28398,0
28403,0
28411,0
28415,0
28420,0
28424,0
28433,0
28434,0
28438,1
28442,0
28447,1
28455,0
28459,1
28463,1
28465,0
28473,0
28474,0
28479,0
28480,1
28481,0
28484,0
28496,0
28499,1
28504,0
28505,0
28507,0
28512,0
28520,0
28531,1
28539,0
28546,0
28548,0
28556,0
28562,1
28565,0
28569,1
28570,0
28576,0
28581,0
28589,1
28595,1
28598,0
28600,1
28603,0
28606,0
28607,0
28609,0
28610,0
28612,0
28621,0
28626,1
28636,0
28640,0
28643,0
28657,1
28662,0
28663,1
28664,0
28665,0
28673,0
28687,0
28695,0
28697,0
28701,0
28703,1
28704,1
28706,1
28707,1
28712,0
28715,0
28718,0
28719,1
28720,0
28729,0
28732,0
28735,1
28739,0
28748,0
28749,0
28751,0
28753,0
28765,1
28777,1
28794,1
28800,1
28809,0
28817,0
28818,0
28819,1
28825,0
28826,1
28829,0
28838,0
28839,0
28840,1
28841,0
28844,0
28846,0
28849,0
28851,1
28852,0
28858,0
28872,0
28874,1
28879,0
28881,0
28883,0
28884,0
28890,0
28896,0
28897,0
28900,0
28902,0
28907,1
28910,0
28912,0
28913,0
28915,0
28917,1
28921,0
28924,0
28929,0
28934,1
28937,0
28941,0
28942,0
28948,0
28956,0
28959,1
28960,1
28962,0
28965,0
28976,0
28983,0
28984,1
28985,0
28994,0
28999,1
29006,0
29007,0
29017,1
29019,0
29020,1
29028,1
29035,0
29036,0
29038,0
29040,0
29046,0
29055,1
29076,0
29079,0
29080,0
29082,0
29084,0
29085,0
29087,0
29089,0
29094,0
29098,0
29102,0
29110,0
29118,0
29123,1
29127,1
29133,0
29134,1
29141,0
29142,0
29148,1
29169,0
29170,1
29172,0
29177,1
29191,0
29195,1
29196,0
29218,0
29232,0
29236,1
29259,1
29264,0
29265,1
29266,0
29270,0
29272,0
29277,0
29285,0
29291,1
29297,0
29313,0
29319,1
29322,0
29325,0
29329,0
29337,1
29354,0
29356,1
29357,0
29374,0
29390,0
29392,0
29397,1
29403,0
29404,0
29405,1
29408,1
29420,1
29430,0
29434,0
29435,0
29437,0
29439,0
29440,1
29441,0
29447,0
29449,0
29453,0
29461,0
29470,0
29496,0
29497,1
29499,0
29500,0
29505,0
29512,0
29519,0
29528,1
29541,1
29547,0
29549,0
29550,0
29573,1
29587,0
29590,1
29592,1
29593,0
29602,0
29605,0
29606,0
29608,0
29611,0
29619,0
29640,1
29641,0
29645,0
29651,0
29654,0
29655,0
29657,1
29658,0
29664,0
29670,1
29671,0
29678,0
29689,0
29691,0
29693,1
29703,1
